Wallet No,Merchant Name,MAO Name,Sub Pillar,ISD/OSD?,Wallet Type,Rate,Lead Type,District,Address,Registration Date,Sub-Category,Registration Month,Jan'26 PC,Jan'26 PA,Jan'26 CC,Avg. Ticket Size Jan,Feb'26 PC,Feb'26 PA,Feb'26 CC,Avg. Ticket Size Feb,Mar'26 PC,Mar'26 PA,Mar'26 CC,Avg. Ticket Size March,Apr'26 PC,Apr'26 PA,Apr'26 CC,Avg. Ticket Size April,May'26 PC,May'26 PA,May'26 CC,June'26 PC,June'26 PA,June'26 CC,Jul'26 PC,Jul'26 PA,Jul'26 CC,AugPC,AugPA,Aug CC,Aug Active,Avg. Ticket Size,July to Aug Growth,Dormant Months Count (Jan to Aug),Audit Flag
1684162198,Shiria Sultana Mohila Madrasha,Md. Ashraful Islam,Education,OSD,M+,1.30%,CIMT,SIRAJGANJ,"Rohomotganj, Sirajganj Sadar, Sirajganj-6700",5/7/2026,National Curriculum-Private,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,000",3,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1768460605,The Salon,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,A K Pich Tower 1/3 Rajdhani Housing 40 Feet Mainroad Bosila Mohammadpur Dhaka 1207,5/7/2026,Personal Care,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,7,"2,070",7,3,253,2,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1711037433,Swedish,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"24 A R Tower Level-08 Kamal Ataturk Avenue, Banani Dhaka-1213",5/10/2026,Home Accessories,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6,"30,669",5,10,"53,480",10,9,"31,828",8,7,"27,960",7,Active,3994.285714,-12.15%,5,High Dormancy - Review
1805565446,Sultaans,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"House-40/42 Road-5 Block-E, Sec-01 Aftabnagar Dhaka Badda-1212",5/10/2026,Books & Sports,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"2,350",4,4,"5,900",4,2,900,2,3,"3,500",3,Active,1166.666667,288.89%,4,Monitor
1974134704,Foxpro Ltd,Talha Yusuf,Online Payments,ISD,M+,1.50%,Whatsapp Group,DHAKA,"120/2 Monessor Road, Floor-3 Jigatola Dhanmondi Dhaka-1209",5/10/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,0,0,0,0,0,0,1,900,1,Amber,900,New,4,Sudden Reactivation - Review
1956018681,Kalpatoru,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"10/A, Avenue 1, Plot-2, Pallabi Mirpur Dhaka-1216",5/10/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,8,"20,500",7,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1605127254,Headshot Lifestyle Salon,Shahriar Shamim,KA,ISD,Lite B,1.29%,Pitch/Own Source,DHAKA,"House-53, Road-3/A, Ground Floor, Dhanmondi, Dhaka-1209",5/11/2026,Personal Care,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,191,"236,000",165,259,"351,259",224,245,"297,483",201,289,"339,870",244,Active,1176.020761,14.25%,5,High Dormancy - Review
1832052145,Moyan Bakery and pastry,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,COMILLA,Fatema Manjil Kandirpar Comilla Sadar-3500,5/11/2026,Bakery & Sweets,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,48,"22,098",32,96,"32,214",66,116,"36,048",77,88,"30,694",61,Active,348.7954545,-14.85%,6,High Dormancy - Review
1782729595,Good Shop,Fahim Kazi,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,58/34/6-B Uttor Mugda Para Dhaka-1214,5/11/2026,Superstore Chain,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,20,"13,635",12,39,"19,756",28,22,"13,550",15,31,"24,170",22,Active,779.6774194,78.38%,4,Monitor
1322913530,FlyNgo Tours and Travels,Md. Meraj Ali Akash,Travel & Tourism,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"Room 03, H M Plaza Level 11, Rajlakkhi, Uttara, Dhaka 1230",5/11/2026,Offline,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,300",3,0,0,0,3,"9,901",3,4,"19,951",4,Active,4987.75,101.50%,4,Monitor
1978841840,Wahidia Islamia Library,Fahim Kazi,Online Payments,OSD,Lite A,1.29%,Whatsapp Group,RAJSHAHI,"Ranibazar, Ghoramara, Boyalia, Rajshahi-6100",5/11/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,8,"2,112",5,3,"1,220",3,0,0,0,7,"19,680",7,Active,2811.428571,New,4,Sudden Reactivation - Review
1805565445,Sultaans,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"House 40/42, Road 5, Block E, Sector 01, Aftabnagar, Badda, Dhaka 1212",5/11/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,18,"5,282",16,40,"21,450",40,28,"16,310",27,17,"9,000",17,Active,529.4117647,-44.82%,4,Monitor
1722443099,Legacy Academy,Shahriar Shamim,Education,ISD,M+,1.50%,Whatsapp Group,DHAKA,22 Segunbagicha 2 Tola Ramna Dhaka-1000,5/11/2026,Training Institute,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,002",3,1,"1,500",1,4,"9,000",4,3,"2,002",3,Active,667.3333333,-77.76%,5,High Dormancy - Review
1632213174,Hazi Mohammad Anwer Hossain School,Md. Sazzad Hossain Sojan,Education,OSD,Pay Bill,1.30%,Pitch/Own Source,NARAYANGANJ,"Holding 746, Rupshi, Borobari, Rupganj, Narayanganj 1464",5/11/2026,National Curriculum-Private,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,6,"2,460",6,0,0,0,1,840,1,Amber,840,New,5,High Dormancy - Review
1355009447,A.I Enterprise,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Basha-04, Road No-4, Block-A, Chad Uddan Hausing, Mohammadpur, Dhaka-1207",5/11/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,9,"21,400",8,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1845939197,Nari Fashion,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,71 Tekerhati Ashrafabad Kamrangirchar 1211,5/13/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,7,"1,201",5,582,"1,052,145",564,949,"1,771,541",893,763,"1,719,428",731,Active,2253.50983,-2.94%,5,High Dormancy - Review
1334947980,The Saltanat Inn Limited,Fahim Kazi,Travel & Tourism,ISD,M+,1.15%,Pitch/Own Source,MAULVIBAZAR,"Tiprabari Komolgonj, Sreemangal-3210",5/13/2026,Offline,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"11,000",4,4,"92,500",4,7,"308,000",6,5,"88,000",5,Active,17600,-71.43%,6,High Dormancy - Review
1805770446,Ali Fashion,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"House-978, Ekuhsy Diabari Chandalvog Main Road, Turag Uttara-1230",5/13/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,41,"22,293",39,36,"38,991",33,28,"34,511",28,33,"32,690",31,Active,990.6060606,-5.28%,7,High Dormancy - Review
1738772448,Food Chemistry Rooftop Restaurant,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"33/2/C, Mirerbag, Mirpur, Dhaka-1216",5/13/2026,Restaurant & Cafe,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,18,"9,545",18,29,"22,795",26,40,"19,102",35,47,"30,404",40,Active,646.893617,59.17%,4,Monitor
1618166726,Al Nursing Home Care Limited,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,Merchant Referral,DHAKA,"Bari-134/3, Matikata, Dhaka Cantonment, Dhaka-1206",5/13/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,000",3,3,"1,316",3,0,0,0,0,0,0,Zero Transacting,N/A,New,5,High Dormancy - Review
1327808285,Astra Builders,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Whatsapp Group,DHAKA,"House-35, Road-4, Nikunja-2, Khilkhet Dhaka-1229, Bangladesh",5/13/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,154,"399,767",148,"1,446","2,999,954","1,389","1,175","2,239,833","1,137",0,0,0,Zero Transacting,N/A,-100.00%,5,High Dormancy - Review
1817706592,Gingham Clothing Ltd,Md. Ashraful Islam,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"House-12, Road-19, Sector-11, Uttara, Dhaka-1230",5/13/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"3,000",3,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1800090096,Miftahul Jannat Islamic Academy,Shahriar Shamim,Education,OSD,M+,1.30%,CIMT,MYMENSINGH,"Ward North Mushuli Dakghor Mushuli 2290, Thana Nandail Zila Mymensingh-2300",5/13/2026,National Curriculum-Private,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,002",3,1,20,1,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1329680028,Penston,Md. Sazzad Hossain Sojan,Education,ISD,MMBO,1.50%,Pitch/Own Source,DHAKA,"3Rd Floor House 84, 1 Rd No 7A Dhanmondi Dhaka 1209",5/13/2026,Coaching Center,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,002",3,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1329680027,Penston,Md. Sazzad Hossain Sojan,Education,ISD,MMBO,1.50%,Pitch/Own Source,DHAKA,67/B 4Th Floor Rabindra Sharani Sector 7 Uttara Dhaka 1230,5/13/2026,Coaching Center,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1786230104,Alada Fashion,Talha Yusuf,KA,OSD,M+,1.15%,Whatsapp Group,RAJSHAHI,Village Theme Omor Plaza 2Nd Holding/Road No 10 Ghoramara Boalia Rajshahi 6100,5/15/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,1,10,1,101,"208,530",95,162,"301,320",150,150,"292,280",136,Active,1948.533333,-3.00%,4,Monitor
1603522597,Headshot Lifestyle Salon,Shahriar Shamim,KA,ISD,Lite B,1.29%,Pitch/Own Source,DHAKA,"Bari-53, Road-3/A, Nichtola, Dhanmondi, Dhaka-1205",5/15/2026,Personal Care,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,10,"32,621",5,0,0,0,4,"13,702",3,13,"77,329",9,Active,5948.384615,464.36%,4,Monitor
1336832422,Adorix,Md. Meraj Ali Akash,KA,ISD,M+,1.29%,Pitch/Own Source,DHAKA,"Ground Floor, House-28, Road-09, Nikunjo-02, Khilkhet, Dhaka-1229",5/15/2026,Gifts and Wearables,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,0,0,0,0,0,0,43,"63,755",40,Active,1482.674419,New,4,Sudden Reactivation - Review
1805929900,Apollo pet care,Talha Yusuf,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Dag No-3704, Latif Plaza, Cholmaid Road, Bashundhara, Vhatara, Dhaka-1212",5/15/2026,Department Store,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,2,"1,300",1,17,"59,110",12,40,"90,126",29,38,"52,358",27,Active,1377.842105,-41.91%,4,Monitor
1328337733,Hotel New Star and kabab,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"170/171, Purbo Tejturi Bajar, Tejgao, Dhaka-1215",5/15/2026,Restaurant & Cafe,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,16,"5,190",16,94,"24,970",82,145,"36,394",120,161,"51,931",128,Active,322.552795,42.69%,4,Monitor
1750653197,All Next Ver,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Whatsapp Group,DHAKA,"Block-H, Banani 11, Ventura Iconia, Level 3, Holding 37, Road No 11, 1213, Banani Dhaka",5/15/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,12,"33,102",6,15,"70,323",10,19,"140,350",14,9,"49,300",6,Active,5477.777778,-64.87%,4,Monitor
1310007055,Florayn,Fahim Kazi,Online Payments,ISD,Lite A,1.15%,Pitch/Own Source,DHAKA,"House No 2, Block H, Sector-2, Avenue-10, Johurul Islam City Aftabnagar, Badda, Dhaka-1212",5/15/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"7,070",5,11,"19,791",11,3,"4,435",3,25,"27,165",25,Active,1086.6,512.51%,6,High Dormancy - Review
1410542069,The Spot Cafe,Md. Ashraful Islam,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"253-254, Dr Kudrot E Khuda Road, Concord Emporium Shopping Complex, Nich Tola, Newmarket, Dhaka-1205",5/15/2026,Restaurant & Cafe,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,19,"3,800",16,50,"10,155",44,189,"34,507",68,89,"22,895",70,Active,257.247191,-33.65%,6,High Dormancy - Review
1854950802,Deyalika,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,GAZIPUR,"95, Harinal, Joydebpur, Gazipur Sadar, Gazipur-1712",5/15/2026,Service Center,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"3,020",3,3,"17,901",3,5,"28,000",5,4,"16,000",4,Active,4000,-42.86%,6,High Dormancy - Review
1626049494,Raisa pharma,Fahim Kazi,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Ka-111/8/D, Mohakhali Dokhinpara, Niketon Bajar Gate, Gulshan, Dhaka-1212",5/15/2026,Pharmacy,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,9,"6,040",8,48,"24,463",38,47,"15,675",39,38,"12,973",35,Active,341.3947368,-17.24%,4,Monitor
1772246427,Moana Luxe,Md. Meraj Ali Akash,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,"Shop-3097, Level-03, Shimant O Shambhar, Dhanmondi, Dhaka-1209",5/15/2026,Apparel Chain,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,24,"33,260",23,4,"6,450",3,3,"6,100",3,6,"5,800",5,Active,966.6666667,-4.92%,4,Monitor
1755066099,NB Food and Groceries,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"H-706, 2, 40 Feet Main Road Rajdhani Housing Katasur Mohammadpur Dhaka 1207",5/15/2026,Bakery & Sweets,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,16,"4,601",16,24,"4,640",23,28,"3,610",21,20,"3,815",18,Active,190.75,5.68%,4,Monitor
1810040304,Ashraf Leather Goods and Footwear,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"31/36, College Road, Kamrangirchar, Dhaka",5/15/2026,Footwear,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"1,001",3,1,1,1,1,"8,840",1,3,"1,202",3,Active,400.6666667,-86.40%,4,Monitor
1351641180,Hajj Mart,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,H-1/A Muktijodda Shopping Complex 2Nd Floor Shop No F Ashkona Dakshinkhan Dhaka 1230,5/15/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,17,"32,047",16,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1675187135,Jamia Hossainia Arabia Purbachal Madrasha,Md. Ashraful Islam,Education,OSD,M+,1.30%,CIMT,NARAYANGANJ,"Bagpara, Technoadda, Rupganj, Narayanganj-1464",5/15/2026,National Curriculum-Private,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"1,010",4,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,6,High Dormancy - Review
1958021032,Module Model School,Shahriar Shamim,Education,OSD,M+,1.30%,CIMT,GAZIPUR,Rayed Kapasia Gazipur 1730,5/15/2026,National Curriculum-Private,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"1,022",4,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,5,High Dormancy - Review
1323767693,Lezzet Rooftop,Shahriar Shamim,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Awru Tower Floor-17 Plot-35 Road-133, Gulshan South Avenue Gulshan 1 Dhaka-1212",5/18/2026,Restaurant & Cafe,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"2,689",3,11,"8,753",11,51,"62,896",48,70,"83,169",49,Active,1188.128571,32.23%,7,High Dormancy - Review
1938919429,The Book Cave,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,18/6 Pallabi Mirpur Dhaka-1216,5/18/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"1,463",4,18,"15,919",16,14,"18,590",13,14,"16,130",14,Active,1152.142857,-13.23%,6,High Dormancy - Review
1349525268,Quraish,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"House No-8, Road No-1, Block-A Chad Uddan Housing Mohammadpur Dhaka-1207",5/18/2026,Bakery & Sweets,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,24,"5,970",23,29,"8,941",28,35,"15,025",31,34,"13,065",32,Active,384.2647059,-13.04%,5,High Dormancy - Review
1711954630,Stylia Bangladesh,Shahriar Shamim,Online Payments,ISD,Lite A,1.29%,CIMT,DHAKA,"Road-28/Ka, Plot-5, Rupnagar Ba/A Mirpur Dhaka-1216",5/18/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,"2,202",3,74,"142,051",61,13,"8,400",13,3,"1,215",3,Active,405,-85.54%,4,Monitor
1603902876,Aizaan,Md. Meraj Ali Akash,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"1 Ring Road, Mohammadpur Dhaka-1207",5/18/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,202",3,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1405665758,Amiran,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"77/7 Palashpur Road-5, Donia Kadamtoli-1204",5/18/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"9,830",5,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1882286868,Ghorardim BD,Talha Yusuf,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,406 Gobindopur Jatrabari Dhaka-1236,5/18/2026,Gifts and Wearables,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,2,900,2,1,"1,400",1,1,75,1,0,0,0,Zero Transacting,N/A,-100.00%,4,Monitor
1349314125,Ghorardim BD,Talha Yusuf,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,406 Gobindopur Jatrabari Dhaka-1236,5/18/2026,Gifts and Wearables,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1805027737,Herbves,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,Sector-3 Road-10 House-10 Uttara Dhaka-1230,5/18/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,000",3,0,0,0,0,0,0,0,0,0,Zero Transacting,N/A,New,5,High Dormancy - Review
1805027734,RB Trading,Md. Sazzad Hossain Sojan,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,Sector-3 Road No-10 House-10 Uttara Dhaka-1230,5/18/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,3,3,3,"1,002",3,0,0,0,0,0,0,Zero Transacting,N/A,New,4,Monitor
1708408686,Ambala IT,Md. Meraj Ali Akash,Online Payments,ISD,M+,1.50%,Merchant Referral,DHAKA,House 01 Road 03 Block A Mohammadpur Future Town Basila Mohammadpur Dhaka 1207,5/19/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,500",3,3,101,2,16,508,4,"5,127","5,274,495","3,018",Active,1028.768286,1038186.42%,4,Monitor
1554045641,Shaddho,Md. Ashraful Islam,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"999/1, Uttor Ibrahimpur, Dhaka Cantonment, Kafrul, Cantonment, Dhaka-1206",5/19/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,24,"14,370",23,150,"82,990",145,168,"103,090",162,176,"75,093",171,Active,426.6647727,-27.16%,4,Monitor
1400606995,Westerna,Md. Meraj Ali Akash,KA,ISD,M+,1.15%,Pitch/Own Source,DHAKA,"Shop 06, Level 3, Block C, Bashundhara City Shopping Mall, Tejgaon, Dhaka-1215",5/19/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6,"10,702",6,20,"46,100",18,13,"26,505",12,24,"73,700",23,Active,3070.833333,178.06%,5,High Dormancy - Review
1400606995,Westerna,Md. Meraj Ali Akash,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,"Shop 06, Level 3, Block C, Bashundhara City Shopping Mall, Tejgaon, Dhaka-1215",5/19/2026,Apparel Standalone,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6,"10,702",6,20,"46,100",18,13,"26,505",12,24,"73,700",23,Active,3070.833333,178.06%,5,High Dormancy - Review
1810688082,M/S Auto Mall,Md. Meraj Ali Akash,Travel & Tourism,ISD,M+,1.50%,Pitch/Own Source,DHAKA,House 22 Road 7 Block B Bosila City Developoers Limited Bosila Mohammadpur Dhaka 1207,5/19/2026,Online,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6,"6,280",5,31,"29,900",16,33,"49,870",22,65,"60,985",52,Active,938.2307692,22.29%,4,Monitor
1325306369,Calcutta Dry Cleaners,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,Bismillah Plaza Road 30 Block I Bashundhara R/A Bhatara Dhaka 1229,5/19/2026,Home Appliance,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5,"5,030",5,0,0,0,14,"12,235",13,27,"31,580",22,Active,1169.62963,158.11%,5,High Dormancy - Review
1897666800,Shayna Corporation,Fahim Kazi,Online Payments,ISD,Lite A,1.29%,Pitch/Own Source,DHAKA,"78, Moulvi Bazar Trade Centre, 9Th Floor, Shop No-10, Lalbagh, Dhaka-1211",5/19/2026,E-Commerce,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,6,"1,800",6,32,"34,713",32,36,"35,540",36,31,"26,354",31,Active,850.1290323,-25.85%,5,High Dormancy - Review
1958499948,Calcutta Dry Cleaners,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,Jaman Mansion House 189 Block B Road 4 Bashundhara R/A Dhaka 1229,5/19/2026,Home Appliance,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,10,"6,611",8,37,"20,660",34,30,"15,150",28,24,"13,450",24,Active,560.4166667,-11.22%,5,High Dormancy - Review
1715192648,Smile Dental Care,Md. Sazzad Hossain Sojan,KA,ISD,M+,1.15%,Pitch/Own Source,BARISAL,"North Side Of Chumatha Lake, Cnb Road, Chumatha, Barishal Sadar, Barishal 8205",5/19/2026,Hospital,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,002",3,6,"12,700",6,3,"2,002",3,5,"10,503",5,Active,2100.6,424.63%,4,Monitor
1317203280,Smile Dental Care,Md. Sazzad Hossain Sojan,KA,ISD,Pay Bill,1.15%,Pitch/Own Source,DHAKA,"59/1/1, Dhalpur Noton Road Beside Of Golapbag Math, Sayedabad, Jatrabari Dhaka 1236",5/19/2026,Hospital,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,3,"1,002",3,0,0,0,0,0,0,2,"5,000",2,Amber,2500,New,5,High Dormancy - Review
1958499936,Calcutta Dry Cleaners,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,Shapnaganar R/A Mirpur 9 Dhaka 1216,5/19/2026,Home Appliance,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,4,590,4,5,"1,520",1,12,"4,400",4,Active,366.6666667,189.47%,4,Monitor
1958499950,Calcutta Dry Cleaners,Md. Ashraful Islam,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,Plot 362 Road 27 Dhanmondi 27 Dhaka 1209,5/19/2026,Home Appliance,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,1,80,1,6,"2,701",6,4,"4,083",3,6,"2,482",6,Active,413.6666667,-39.21%,6,High Dormancy - Review
1958499937,Calcutta Dry Cleaners,Shahriar Shamim,KA,ISD,MMBO,1.15%,Pitch/Own Source,DHAKA,House 3 Avenue 1 Block D Section 11 Mirpur Dhaka 1216,5/19/2026,Home Appliance,5,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4,903,3,0,0,0,0,0,0,4,"1,650",4,Active,412.5,New,4,Sudden Reactivation - Review
